fold,epoch,train_loss,validation_loss,is_best_epoch
1,1,0.6811471716430434,0.6708191493417364,0
1,2,0.6563649950320654,0.5945429382801494,0
1,3,0.6293852518439877,0.5554972541970683,0
1,4,0.6287357119608837,0.5523268770613393,0
1,5,0.6231367466197288,0.5378140067202885,0
1,6,0.6219741174543085,0.5391642721292583,0
1,7,0.6230152189281571,0.5431163901481163,0
1,8,0.6212110774393838,0.5375860467046973,0
1,9,0.62103588852332,0.5484034246585623,0
1,10,0.6210647966293585,0.5355038408143928,0
1,11,0.6215345192898887,0.5358715151152125,0
1,12,0.6204792828787123,0.5385756348653108,0
1,13,0.6221255291394124,0.5324375485940321,0
1,14,0.6197121429300874,0.524069606071869,1
1,15,0.6209989171768552,0.5340611726673531,0
1,16,0.6202886445729268,0.5328945411758252,0
1,17,0.6214252951111563,0.5333249029131194,0
1,18,0.619131611778269,0.5341460926361561,0
1,19,0.6188663656547024,0.5315215191132412,0
1,20,0.6178410112439583,0.5298457647292082,0
1,21,0.6184565733550131,0.5310645573882286,0
1,22,0.6173572354528359,0.5391024278154619,0
1,23,0.6197038711418044,0.5313437635234766,0
1,24,0.6185822407495859,0.530821219596396,0
1,25,0.617673672069286,0.5387935773048154,0
1,26,0.616689085094218,0.5302000389736233,0
1,27,0.6176421857338212,0.533944784665226,0
1,28,0.6155919879889711,0.538221774634533,0
1,29,0.6164294281489869,0.5287955054784303,0
2,1,0.6856311413432769,0.6779851699578215,1
2,2,0.6599096284616649,0.7014903289918776,0
2,3,0.6418678974518602,0.6835805934238592,0
2,4,0.6361619950717392,0.6901371678850605,0
2,5,0.6356035496900639,0.6936741244147822,0
2,6,0.6341589395457721,0.6894813499710755,0
2,7,0.6338796782487162,0.6970272523040858,0
2,8,0.6318383176539588,0.686087969613928,0
2,9,0.6288196089130881,0.7042630072905001,0
2,10,0.6302305896447885,0.7102437949767153,0
2,11,0.6286855569126576,0.6899658270200282,0
2,12,0.6288507655610062,0.6876641601690189,0
2,13,0.6279018271352239,0.7177704497136629,0
2,14,0.6272461113045779,0.7288743137923798,0
2,15,0.626049771493388,0.6948217438075514,0
2,16,0.6271764187848414,0.7050314996101246,0
3,1,0.6840391802210628,0.6838030980406105,0
3,2,0.6722432438855135,0.6672666635785144,0
3,3,0.6458713078572178,0.6611445816079957,0
3,4,0.6300331020492287,0.6602339917529646,1
3,5,0.6251854715338746,0.6920552612120334,0
3,6,0.6218386969096217,0.7092939884356941,0
3,7,0.6213532384753044,0.6948521083391872,0
3,8,0.6193154481529646,0.6762078551511008,0
3,9,0.6185181368382225,0.7091936799308013,0
3,10,0.6181109288940412,0.6882395872418626,0
3,11,0.6173209352743855,0.6759642944247664,0
3,12,0.6184199865308598,0.6837142556638044,0
3,13,0.6171867517827391,0.6842668806022212,0
3,14,0.6169483364753453,0.6779508949104132,0
3,15,0.6164095919829634,0.6924718192324605,0
3,16,0.6173570167554395,0.6883775823672994,0
3,17,0.6175383523499594,0.6797523473335138,0
3,18,0.6157804934584182,0.691086846833493,0
3,19,0.6155239192718385,0.6873904838111128,0
4,1,0.6760493400705153,0.6633350093241516,0
4,2,0.6271741315864762,0.6075738311885105,0
4,3,0.6061774111741897,0.5940467244284796,0
4,4,0.6026643526101864,0.5960533876165176,0
4,5,0.6000357135798927,0.6203562388060678,0
4,6,0.5984283817739781,0.5983216401635747,0
4,7,0.5962441019908317,0.5925467457991476,0
4,8,0.5955793732537366,0.5880928843860765,0
4,9,0.5974385969160423,0.589808445457054,0
4,10,0.5970071929523632,0.5989336684150717,0
4,11,0.5954445448694824,0.6142821837540886,0
4,12,0.5955874578361685,0.5899012738043102,0
4,13,0.5921999971050687,0.5893384821932633,0
4,14,0.5944566478990939,0.5979221039048667,0
4,15,0.5907993068727094,0.5826425280683056,1
4,16,0.5908557283808422,0.585971800513098,0
4,17,0.5919674354386391,0.6079888816286241,0
4,18,0.5914261246538389,0.5947501451201402,0
4,19,0.5896841437809024,0.5995223332194317,0
4,20,0.5894004175744765,0.6259169241367761,0
4,21,0.5901998881307036,0.5954948960829654,0
4,22,0.5915895715986668,0.6116186454536381,0
4,23,0.588743511140525,0.5827399179553937,0
4,24,0.5901534459737734,0.5998612711413241,0
4,25,0.5875836039273672,0.5875122373478966,0
4,26,0.5881764486866905,0.6013638985662353,0
4,27,0.5880171359307718,0.5846537118794556,0
4,28,0.587732537633073,0.605742192642657,0
4,29,0.5851459405916457,0.5873322485183771,0
4,30,0.586487415683483,0.6087504638640872,0
5,1,0.6791897296208509,0.6697644173577177,0
5,2,0.6419320880948468,0.6637489739397517,0
5,3,0.623668288631548,0.6271010405271907,0
5,4,0.6199793471523641,0.6335217712799228,0
5,5,0.6195333435814375,0.6249530008593787,0
5,6,0.6180005530300516,0.6249277695106752,0
5,7,0.6189238931777093,0.6239226570655009,0
5,8,0.6176015142187659,0.622628802043546,0
5,9,0.617506484283003,0.6224696497097826,0
5,10,0.6166478069695678,0.6283655326693606,0
5,11,0.6160990539020136,0.6249137700113765,0
5,12,0.6170019487099542,0.6212263611834372,0
5,13,0.6145812373889562,0.6239589250187364,0
5,14,0.6167187756151947,0.6208386705902681,0
5,15,0.6122882131858338,0.6324114970907991,0
5,16,0.6124314959784875,0.6269469559480362,0
5,17,0.6117802576515163,0.6281471370581319,0
5,18,0.610866815959628,0.6219912596578361,0
5,19,0.6092611783978885,0.6230849636423916,0
5,20,0.6108211787718275,0.6194508453329821,0
5,21,0.6090071216889313,0.6190709488969953,0
5,22,0.6092908486159958,0.6210117185118107,0
5,23,0.6096562491647893,0.6188470115269198,0
5,24,0.6077246279192554,0.6189430742705601,0
5,25,0.6091981684131976,0.6305142117839608,0
5,26,0.6074449223835136,0.6222887607178962,0
5,27,0.6064157136433626,0.631792276900937,0
5,28,0.6073906871207666,0.626817701122792,0
5,29,0.6057516036118124,0.6221900387685539,0
5,30,0.6071413657088714,0.6184926551146409,0
5,31,0.6058132879852814,0.6181607945831468,0
5,32,0.6061796584103721,0.617530948902158,0
5,33,0.6055054646327758,0.6167600926828838,0
5,34,0.6049968382667262,0.6255921036176337,0
5,35,0.6038804668589399,0.623330117773042,0
5,36,0.6056684601584252,0.6307041381318089,0
5,37,0.6044928728607851,0.6161810138416338,0
5,38,0.6045502528135875,0.616967201146102,0
5,39,0.6042479001001214,0.6164237509246162,0
5,40,0.6028377932774023,0.6186753968364557,0
5,41,0.6021454305566721,0.6305884815510209,0
5,42,0.6044148808359171,0.6177702438735623,0
5,43,0.6038174685086025,0.6220482874782476,0
