channel,biomarker,n_ad,n_cn,ad_mean,ad_median,cn_mean,cn_median,mean_difference_ad_minus_cn,mann_whitney_u,p_value,rank_biserial_effect,fdr_q_value,significant_fdr_0_05
F4,delta_alpha_ratio,36,29,83.65521505143907,84.08759689331055,73.9597330422237,82.4017562866211,9.695482009215368,626.0,0.17198037322058823,0.1992337164750957,0.2137699966199835,False
F4,relative_alpha_power,36,29,0.018115340628557734,0.015472587663680315,0.023942610505839873,0.018805142492055893,-0.005827269877282139,376.0,0.054841052976215804,-0.27969348659003834,0.08481232611438026,False
F4,relative_beta_power,36,29,0.005098685958526201,0.004430359927937388,0.004951992658255943,0.004073391202837229,0.00014669330027025727,528.0,0.9421384629977094,0.011494252873563315,0.9565222563259187,False
F4,relative_delta_power,36,29,0.9171227034595277,0.9210740923881531,0.9198148415006441,0.9270569682121277,-0.002692138041116343,430.0,0.22723711899882215,-0.1762452107279694,0.27475033478948496,False
F4,relative_theta_power,36,29,0.059663251559767455,0.05588262341916561,0.0512905579445691,0.050659649074077606,0.008372693615198358,816.0,0.00010738970319358464,0.5632183908045978,0.0006492195693066708,True
F4,slow_fast_ratio,36,29,66.07006931304932,67.26071166992188,59.141783549867824,61.403709411621094,6.928285763181492,622.0,0.18915568658635706,0.1915708812260537,0.23294172514801378,False
F4,theta_alpha_ratio,36,29,4.153142299917009,4.192253112792969,3.0393236793320755,2.9431371688842773,1.1138186205849339,803.0,0.00021415936915871353,0.5383141762452108,0.0008333809049362957,True
F7,delta_alpha_ratio,36,29,72.56584299935236,74.77738952636719,66.4441369813064,66.08302307128906,6.1217060180459555,597.0,0.3255281657986049,0.14367816091954033,0.3732348797518487,False
F7,relative_alpha_power,36,29,0.022105537329076066,0.018260900862514973,0.026998640744593638,0.02242746204137802,-0.004893103415517571,414.0,0.15599954913015449,-0.2068965517241379,0.1957352833425523,False
F7,relative_beta_power,36,29,0.006154011902658062,0.004811266670003533,0.005629552568405353,0.004761042073369026,0.0005244593342527094,466.0,0.4639110264642372,-0.10727969348659006,0.5016273700792159,False
F7,relative_delta_power,36,29,0.9091268645392524,0.915252298116684,0.9146856336758055,0.9208338856697083,-0.005558769136553066,405.0,0.12418892821205156,-0.22413793103448276,0.16193262208042017,False
F7,relative_theta_power,36,29,0.06261352190954818,0.06005925126373768,0.05268615856766701,0.051667165011167526,0.00992736334188117,814.0,0.00011963876302562866,0.5593869731800767,0.00069182415140907,True
F7,slow_fast_ratio,36,29,57.4072126282586,57.47628593444824,52.90494971439756,52.5303840637207,4.502262913861038,591.0,0.3660058351212847,0.13218390804597702,0.4056564672594239,False
F7,theta_alpha_ratio,36,29,3.785020669301351,3.891767740249634,2.813504256051162,2.7685036659240723,0.971516413250189,775.0,0.0008616533204048856,0.4846743295019158,0.0024913019916054297,True
F8,delta_alpha_ratio,36,29,75.7455922762553,79.53089141845703,65.29291330534836,64.37837219238281,10.45267897090693,648.0,0.09768182397363567,0.24137931034482762,0.13675455356308994,False
F8,relative_alpha_power,36,29,0.02119848082980348,0.01678952481597662,0.02783049713691761,0.02351047843694687,-0.006632016307114127,361.0,0.034167845680137546,-0.3084291187739464,0.05680404344322867,False
F8,relative_beta_power,36,29,0.005556632531806827,0.004630371229723096,0.005197850328966461,0.0046155559830367565,0.00035878220284036536,505.0,0.8276261751136111,-0.03256704980842917,0.8599553225789865,False
F8,relative_delta_power,36,29,0.9119220889276929,0.9147514402866364,0.914228920278878,0.9199920296669006,-0.0023068313511851457,452.0,0.3590498361143668,-0.13409961685823757,0.40469176443398974,False
F8,relative_theta_power,36,29,0.061322855970097914,0.05746546573936939,0.052742798138281394,0.051446523517370224,0.00858005783181652,760.0,0.0017230084008563904,0.45593869731800774,0.004583202346277998,True
F8,slow_fast_ratio,36,29,60.248864544762505,63.62090873718262,52.56100759835079,49.881103515625,7.6878569464117135,643.0,0.11178667466377765,0.23180076628352486,0.14867627730282426,False
F8,theta_alpha_ratio,36,29,3.8164057003127203,4.120126485824585,2.751310475941362,2.661160945892334,1.0650952243713583,802.0,0.00022557678629854622,0.5363984674329503,0.0008333809049362957,True
Fp1,delta_alpha_ratio,36,29,79.79487138324313,85.94896697998047,69.47166554681186,66.87366485595703,10.32320583643127,651.0,0.08992605370495693,0.24712643678160928,0.1272357993910561,False
Fp1,relative_alpha_power,36,29,0.020289938250142667,0.016008494421839714,0.026665422455247105,0.021794280037283897,-0.006375484205104438,354.0,0.027073057141173952,-0.32183908045977017,0.04616303333046328,True
Fp1,relative_beta_power,36,29,0.004998778329334325,0.004654690390452743,0.005180166713122664,0.0043945894576609135,-0.000181388383788339,507.0,0.8482486491639653,-0.028735632183908066,0.874550932858972,False
Fp1,relative_delta_power,36,29,0.9145949764384164,0.917987734079361,0.9170187485629114,0.9225383996963501,-0.0024237721244950716,445.0,0.31270869773579035,-0.14750957854406133,0.36482681402508876,False
Fp1,relative_theta_power,36,29,0.060116264762149915,0.05685472674667835,0.05113566898066422,0.050665367394685745,0.008980595781485697,775.0,0.0008616533204048856,0.4846743295019158,0.0024913019916054297,True
Fp1,slow_fast_ratio,36,29,63.07883432176378,66.45262908935547,55.12627075458395,54.097686767578125,7.95256356717983,652.0,0.08745378382511751,0.24904214559386983,0.1264277527037025,False
Fp1,theta_alpha_ratio,36,29,3.988824547992812,4.155581474304199,2.825691284804509,2.7384121417999268,1.1631332631883033,821.0,8.173920331119775e-05,0.5727969348659003,0.0005776856463289168,True
Fp2,delta_alpha_ratio,36,29,81.78840335210164,84.37730026245117,70.0401711957208,77.26581573486328,11.748232156380837,651.0,0.08992605370495693,0.24712643678160928,0.1272357993910561,False
Fp2,relative_alpha_power,36,29,0.01975810770980186,0.015833011828362942,0.026699007777818317,0.019195234403014183,-0.006940900068016457,338.0,0.015451858970352013,-0.3524904214559387,0.028543017264678023,True
Fp2,relative_beta_power,36,29,0.005243189820450627,0.00445788586512208,0.004941788204977739,0.0041558281518518925,0.00030140161547288855,552.0,0.6970502460722026,0.05747126436781613,0.7357752597428805,False
Fp2,relative_delta_power,36,29,0.9153701994154189,0.9164032936096191,0.9170727976437273,0.9257652759552002,-0.0017025982283084273,449.0,0.338684621922942,-0.13984674329501912,0.38500046765599394,False
Fp2,relative_theta_power,36,29,0.05962847897575961,0.05731874145567417,0.0512864006490543,0.05010135844349861,0.008342078326705311,752.0,0.0024563770970473403,0.4406130268199233,0.005833895605487432,True
Fp2,slow_fast_ratio,36,29,64.19240840276082,64.7384147644043,56.29626431958429,61.1023063659668,7.89614408317653,630.0,0.15599954913015449,0.2068965517241379,0.1957352833425523,False
Fp2,theta_alpha_ratio,36,29,4.029222814573182,4.355085134506226,2.8629565403379242,2.888301372528076,1.1662662742352579,809.0,0.00015627423364721624,0.5498084291187739,0.0007966077617658359,True
Fz,delta_alpha_ratio,36,29,83.80435991287231,87.28943252563477,71.44051953019768,71.89002990722656,12.363840382674638,672.0,0.04850461382492683,0.28735632183908044,0.07679897188946748,False
Fz,relative_alpha_power,36,29,0.018748139729723334,0.015732472762465477,0.024617838544835305,0.02193359285593033,-0.0058696988151119706,351.0,0.024445567556098932,-0.3275862068965517,0.0422241621423527,True
Fz,relative_beta_power,36,29,0.004041108826640993,0.0035560675896704197,0.004347997275983979,0.003723591100424528,-0.0003068884493429855,413.0,0.15218616888733663,-0.20881226053639845,0.19462269675015165,False
Fz,relative_delta_power,36,29,0.9134882854090797,0.9189320206642151,0.9183930281935067,0.9230695366859436,-0.004904742784426985,444.0,0.3064253733112433,-0.14942528735632188,0.36388013080710147,False
Fz,relative_theta_power,36,29,0.0637224724309312,0.05823998339474201,0.05264108897796992,0.05123365297913551,0.011081383452961273,841.0,2.631927783302388e-05,0.6111111111111112,0.00031822399561747054,True
Fz,slow_fast_ratio,36,29,69.21515332327948,69.71170043945312,58.697220835192454,60.3590087890625,10.517932488087027,695.0,0.022819281330065583,0.3314176245210727,0.03993374232761477,True
Fz,theta_alpha_ratio,36,29,4.470564319027795,4.426405906677246,3.0527882740415375,2.9071855545043945,1.4177760449862573,819.0,9.12135231045658e-05,0.5689655172413792,0.0005776856463289168,True
O1,delta_alpha_ratio,36,29,62.684964153501724,67.45399856567383,37.01787336941423,25.28363037109375,25.667090784087492,809.0,0.00015627423364721624,0.5498084291187739,0.0007966077617658359,True
O1,relative_alpha_power,36,29,0.031516123614791364,0.020771419629454613,0.07214358195277124,0.06425851583480835,-0.04062745833797987,209.0,3.72352409950872e-05,-0.5996168582375478,0.0003809451578728152,True
O1,relative_beta_power,36,29,0.004658790816190756,0.004213152453303337,0.005904895454195553,0.005485188215970993,-0.001246104638004797,294.0,0.0026797401743129255,-0.4367816091954023,0.00614492143420033,True
O1,relative_delta_power,36,29,0.9024438129531013,0.9128935933113098,0.8681524395942688,0.872894287109375,0.03429137335883248,757.0,0.0019704661920090984,0.4501915708812261,0.004944754783720946,True
O1,relative_theta_power,36,29,0.0613812528964546,0.05787140503525734,0.05379908981508222,0.052312225103378296,0.007582163081372384,733.0,0.005470725497283342,0.40421455938697326,0.011549309383153721,True
O1,slow_fast_ratio,36,29,52.18944056828817,53.89101028442383,31.2477785965492,21.86840057373047,20.94166197173897,823.0,7.320040528685025e-05,0.5766283524904214,0.0005776856463289168,True
O1,theta_alpha_ratio,36,29,3.197467909918891,3.508385181427002,1.662284592102314,1.2289319038391113,1.535183317816577,859.0,8.965803382708e-06,0.6455938697318007,0.000170350264271452,True
O2,delta_alpha_ratio,36,29,62.332330518298676,66.86018753051758,31.968385795067096,22.90201759338379,30.36394472323158,846.0,1.96208246737653e-05,0.6206896551724137,0.00026095696816107845,True
O2,relative_alpha_power,36,29,0.03231730296586951,0.02028806507587433,0.08020634917092734,0.07897574454545975,-0.04788904620505783,167.0,2.893151254395032e-06,-0.6800766283524904,0.00012826303894484644,True
O2,relative_beta_power,36,29,0.004640030066689683,0.004090933594852686,0.006314117533700733,0.006106962449848652,-0.00167408746701105,237.0,0.00017369642925721233,-0.5459770114942528,0.0007966077617658359,True
O2,relative_delta_power,36,29,0.9020543876621459,0.9114488065242767,0.8593006647866348,0.8637180328369141,0.04275372287551105,807.0,0.00017369642925721233,0.5459770114942528,0.0007966077617658359,True
O2,relative_theta_power,36,29,0.06098830637832483,0.05910651385784149,0.05417885335868802,0.05316722020506859,0.006809453019636806,721.0,0.00880424005993742,0.38122605363984685,0.017220057764289365,True
O2,slow_fast_ratio,36,29,51.95851288901435,54.03681182861328,26.87804730185147,20.55942726135254,25.08046558716288,863.0,7.005937820347501e-06,0.6532567049808429,0.00015529828835103627,True
O2,theta_alpha_ratio,36,29,3.1784881899754205,3.3217915296554565,1.446625225502869,1.1052700281143188,1.7318629644725514,897.0,7.724631167876858e-07,0.7183908045977012,6.28905747420128e-05,True
P3,delta_alpha_ratio,36,29,77.22284147474501,85.38117218017578,51.475941690905344,48.004859924316406,25.746899783839666,794.0,0.00033976257580737744,0.5210727969348659,0.001189169015325821,True
P3,relative_alpha_power,36,29,0.022404815717082884,0.016363772563636303,0.040689263235906076,0.029835684224963188,-0.01828444751882319,232.0,0.0001331967505615573,-0.5555555555555556,0.0007381319926952967,True
P3,relative_beta_power,36,29,0.003927984456014302,0.0037439324660226703,0.0049091803455918,0.00466905115172267,-0.0009811958895774983,266.0,0.0007468391131969467,-0.49042145593869735,0.0023649905251236646,True
P3,relative_delta_power,36,29,0.9162480334440867,0.9203295409679413,0.901818598138875,0.9139705300331116,0.01442943530521168,681.0,0.036466103733203255,0.3045977011494252,0.0598764419322967,False
P3,relative_theta_power,36,29,0.0574191834570633,0.05480014905333519,0.052582977917687644,0.0507863350212574,0.004836205539375658,727.0,0.006960165724559376,0.39272030651340994,0.01402578850555147,True
P3,slow_fast_ratio,36,29,64.2685095469157,71.23274993896484,43.1277202080036,42.1977424621582,21.140789338912093,805.0,0.0001929333933962843,0.5421455938697317,0.0008277464942485745,True
P3,theta_alpha_ratio,36,29,3.653870642185211,3.9389407634735107,2.223665650548606,2.0187063217163086,1.430204991636605,848.0,1.742559343498981e-05,0.6245210727969348,0.00025751154742818274,True
P4,delta_alpha_ratio,36,29,77.19265513949924,88.78285217285156,56.23922663721545,52.34275817871094,20.953428502283785,748.0,0.002921521735751489,0.4329501915708813,0.006585803234829627,True
P4,relative_alpha_power,36,29,0.02362095026506318,0.015465955249965191,0.03531549373192006,0.029184376820921898,-0.011694543466856881,269.0,0.0008616533204048856,-0.4846743295019157,0.0024913019916054297,True
P4,relative_beta_power,36,29,0.0038711729381854334,0.0037281548138707876,0.004633623143208438,0.00428002467378974,-0.0007624502050230047,325.0,0.009509579809653773,-0.37739463601532564,0.01833005963310075,True
P4,relative_delta_power,36,29,0.9156828605466418,0.9231970310211182,0.9082399503938083,0.915041446685791,0.007442910152833493,614.0,0.22723711899882215,0.17624521072796928,0.27475033478948496,False
P4,relative_theta_power,36,29,0.05682499799877405,0.054911425337195396,0.05181087951721816,0.051055196672677994,0.00501411848155589,753.0,0.002351206007004961,0.44252873563218387,0.005685643616939269,True
P4,slow_fast_ratio,36,29,64.35931407080756,69.83204650878906,47.23111353249386,45.57269287109375,17.1282005383137,758.0,0.0018845703175318722,0.45210727969348663,0.004914663769249785,True
P4,theta_alpha_ratio,36,29,3.6404923780096903,3.844053030014038,2.380728485255406,2.2263033390045166,1.2597638927542842,802.0,0.00022557678629854622,0.5363984674329503,0.0008333809049362957,True
Pz,delta_alpha_ratio,36,29,80.95611206690471,87.35090255737305,57.27406422845249,57.56956481933594,23.68204783845222,773.0,0.0009470679064610063,0.4808429118773947,0.0026800006714747626,True
Pz,relative_alpha_power,36,29,0.02083883385380937,0.015272727701812983,0.03611734002057848,0.02808036282658577,-0.01527850616676911,250.0,0.00033976257580737744,-0.5210727969348659,0.001189169015325821,True
Pz,relative_beta_power,36,29,0.003618209027788705,0.0034245405113324523,0.0043267687734473365,0.004114254843443632,-0.0007085597456586313,303.0,0.003932835467148362,-0.41954022988505746,0.008717785285512201,True
