fold,epoch,train_loss,validation_loss,is_best_epoch
1,1,0.6811696604103492,0.6711435333554696,0
1,2,0.6570718832142078,0.5955732677135911,0
1,3,0.6297298435795766,0.5558696888777488,0
1,4,0.6288040181736824,0.5523832498463808,0
1,5,0.6232296769493785,0.5377780823240882,0
1,6,0.6220532952702325,0.5388942253520151,0
1,7,0.6230838195829147,0.5431166638632986,0
1,8,0.6213092001804005,0.5369911203183078,0
1,9,0.6211220241899128,0.5496554958003543,0
1,10,0.6211623514985607,0.535964012088558,0
1,11,0.6216604391630093,0.5364401043514958,0
1,12,0.6206491511453415,0.5377246278357102,0
1,13,0.6223189576353129,0.5326470661335047,0
1,14,0.6198722748930904,0.5237093011027996,1
1,15,0.6212083523622174,0.534394314345967,0
1,16,0.6206417234288357,0.532107867536648,0
1,17,0.621846851952038,0.5340887858230292,0
1,18,0.619699087891003,0.5338823518526882,0
1,19,0.6194954239614707,0.5313274266341412,0
1,20,0.6185706686339405,0.5300324067387647,0
1,21,0.6192848692129372,0.5315832770724503,0
1,22,0.6183038417361958,0.5405808529773172,0
1,23,0.6205434637700259,0.5311524583662165,0
1,24,0.6195437468934981,0.5311373787241923,0
1,25,0.6189061843682834,0.5392862689617138,0
1,26,0.6179046045969908,0.5299382761319834,0
1,27,0.6187952212547062,0.5343890723561403,0
1,28,0.6167825008278339,0.5389400919582805,0
1,29,0.6175519226484175,0.5276691530739972,0
2,1,0.6854967586642985,0.6782568732839407,1
2,2,0.6608264720098144,0.6999572898473658,0
2,3,0.6421753883254008,0.6824144492632478,0
2,4,0.6361758304033063,0.689096279012633,0
2,5,0.6354941420722676,0.6929749043950336,0
2,6,0.6340231768604552,0.688695343179465,0
2,7,0.6336912877625108,0.6957607336926177,0
2,8,0.631658972763234,0.6874977470419612,0
2,9,0.6286878638996996,0.7026003901155766,0
2,10,0.6300352215910071,0.7082606703763077,0
2,11,0.628579650379299,0.6894207638864513,0
2,12,0.628736301110368,0.6879040120122356,0
2,13,0.6277553050848548,0.7186330017191283,0
2,14,0.6272183747273216,0.7270148331468977,0
2,15,0.6259064930568005,0.6942681030550577,0
2,16,0.6271216420655645,0.7050231341355536,0
3,1,0.6838963285155143,0.6825176892847314,0
3,2,0.6669916940901615,0.664034119452467,0
3,3,0.6374382549447166,0.6648920870975498,0
3,4,0.626858560303659,0.6623335493761522,1
3,5,0.6237715231487926,0.694944756890284,0
3,6,0.6204895915230605,0.720041187168235,0
3,7,0.62002380251835,0.6947700040908187,0
3,8,0.6180038874604659,0.6818806099479306,0
3,9,0.6173337285733226,0.7158168236075088,0
3,10,0.6168021627699202,0.6942370679739015,0
3,11,0.6163882609801472,0.6790698423607089,0
3,12,0.617381589246722,0.6889476738215933,0
3,13,0.6161908247447785,0.6896125879666708,0
3,14,0.6159630674419364,0.6813862853608815,0
3,15,0.6153819885016615,0.7000090895120392,0
3,16,0.6165974935772299,0.6940652142703312,0
3,17,0.6166684994245748,0.6860567985453425,0
3,18,0.6150903612568676,0.6968877499339095,0
3,19,0.6148137281106768,0.69078593533684,0
4,1,0.6754221345908983,0.6625333954737509,0
4,2,0.6264068336130281,0.607448883216031,0
4,3,0.6061336823988671,0.59379603926294,0
4,4,0.6028187888437262,0.5960991257649967,0
4,5,0.6003562413717098,0.6200761020327495,0
4,6,0.5989037025457974,0.5983528227509459,0
4,7,0.5968185609400662,0.5923234214419564,0
4,8,0.5962493833048013,0.5894893102159788,0
4,9,0.5981709829987385,0.5906434058722362,0
4,10,0.5978739265036044,0.5977234835794364,0
4,11,0.5965723957752229,0.6149665985168868,0
4,12,0.5968756770892126,0.5903106110787768,0
4,13,0.5935051219338038,0.5909465259269026,0
4,14,0.5958791291602122,0.5974939121158835,0
4,15,0.5922175097401282,0.5853887120731535,1
4,16,0.5923192340215064,0.588078811732192,0
4,17,0.5933925106601572,0.6088873347889296,0
4,18,0.5928045673525173,0.5941488244595311,0
4,19,0.5910971915931058,0.6014601677398653,0
4,20,0.5907157402894555,0.6294545900454316,0
4,21,0.5915474202526979,0.5990358255496775,0
4,22,0.5929325106915639,0.6139647744342204,0
4,23,0.5903222507437468,0.5863588358145684,0
4,24,0.591537783096403,0.6036597247110667,0
4,25,0.5892489325220097,0.5886871199344234,0
4,26,0.5900531676772444,0.603412226665755,0
4,27,0.5897850317672682,0.5872477006361326,0
4,28,0.5897699719979255,0.6052323347899773,0
4,29,0.5871509276789755,0.5895395145818211,0
4,30,0.5885213420692429,0.6106020550437923,0
5,1,0.6792161925626636,0.668895035567142,0
5,2,0.6413513974535757,0.6632953553968726,0
5,3,0.6237399392914067,0.6268752708242137,0
5,4,0.6201057350803713,0.633021716526031,0
5,5,0.619671160046123,0.6247138010740991,0
5,6,0.6181569339221878,0.6247466770017888,0
5,7,0.6190419044675515,0.6236227371447038,0
5,8,0.6176366104627443,0.6223719472718265,0
5,9,0.6173692202103588,0.6221515451597514,0
5,10,0.6162311188954722,0.627323861500003,0
5,11,0.6155380009504011,0.6242565511805604,0
5,12,0.6164577457020285,0.6206169274870019,0
5,13,0.6136723815001799,0.6233262504967733,0
5,14,0.6159241977789038,0.6202060266638451,0
5,15,0.6113161722192357,0.6312002704241431,0
5,16,0.6114979756666813,0.6267297994561816,0
5,17,0.61091119005988,0.6288943267206036,0
5,18,0.6101368758742214,0.6216931682171688,0
5,19,0.608394857212432,0.6230163276474322,0
5,20,0.6102797126357068,0.6194192341342669,0
5,21,0.6084317271313752,0.6187300590550333,0
5,22,0.6087678474916143,0.6208554909983641,0
5,23,0.6092529156309139,0.6189057508845079,0
5,24,0.6072617979847476,0.6189884272861363,0
5,25,0.6087228299520067,0.6307315495827197,0
5,26,0.6070337139604519,0.622535683497398,0
5,27,0.6061654257710555,0.6317730205212648,0
5,28,0.6071522322252483,0.6275749814210226,0
5,29,0.6057717627009009,0.6221210654294357,0
5,30,0.6069379624972272,0.6191554045992558,0
5,31,0.6057023397797575,0.6185819866128254,0
5,32,0.6060277901614927,0.6178714444016031,0
5,33,0.6053686638299218,0.6172307724320913,0
5,34,0.6050116643701915,0.6268500104664056,0
5,35,0.6037527077461693,0.625470987999274,0
5,36,0.6056483083792448,0.6307512965108848,0
5,37,0.6044096608001215,0.6167693290231729,0
5,38,0.6047549260116987,0.6179146290999208,0
5,39,0.6044502529128319,0.6168763876906086,0
5,40,0.6027819795873444,0.6202749448176742,0
5,41,0.6021193048628528,0.6301987782245804,0
5,42,0.6044350815035145,0.617896549742008,0
5,43,0.6038170861733881,0.6215028759693245,0
5,44,0.6030082951927525,0.62897080367259,0
5,45,0.6028244736997035,0.6194669098046041,0
5,46,0.6042698656129044,0.6219956345934369,0
5,47,0.6027275608063672,0.6192867032065787,0
5,48,0.603328871182762,0.6245767068782634,0
5,49,0.602835896831978,0.6164285673425289,0
5,50,0.6019911726013071,0.6153314026624376,1
5,51,0.6005018304778513,0.6153110716994069,0
5,52,0.6001074972119284,0.6160911703780784,0
