fold,epoch,train_loss,validation_loss,is_best_epoch
1,1,0.6808014528069937,0.6682718118943064,0
1,2,0.6550170809125662,0.5890611762847001,0
1,3,0.6273170680349182,0.5473009605080204,0
1,4,0.626165780836383,0.5431547766490096,0
1,5,0.6209284305199485,0.5272373275265555,0
1,6,0.619448474741283,0.5278450628067135,0
1,7,0.6201589876748848,0.5327982629149233,0
1,8,0.6183581718401768,0.5278432562421123,0
1,9,0.6178877590848132,0.5362149299928102,0
1,10,0.6179899656518899,0.5219821275569486,0
1,11,0.6178918121958569,0.5239880271820203,0
1,12,0.6168283164135886,0.5248534926111977,0
1,13,0.6182228979192843,0.5184987435688395,0
1,14,0.6157093302810009,0.5078690567550674,1
1,15,0.6172921850051769,0.5161716257469154,0
1,16,0.6163744853908848,0.5132086524611961,0
1,17,0.6180373254193088,0.5211077692702336,0
1,18,0.6155992570968463,0.5206117852614551,0
1,19,0.6157559609503518,0.5166035252174356,0
1,20,0.6145962125793191,0.5189686555960318,0
1,21,0.6152027327693819,0.5138619596542663,0
1,22,0.614887392636259,0.5366783781904652,0
1,23,0.6169112247107432,0.5130482381600712,0
1,24,0.616540968880517,0.5177750323022708,0
1,25,0.6157678303682821,0.5202102531917582,0
1,26,0.6148745610195308,0.5172221911235946,0
1,27,0.6158916296282544,0.5156028224000943,0
1,28,0.6144977852465987,0.5297451547535038,0
1,29,0.6153240406561333,0.5095136819753836,0
2,1,0.6848068053639385,0.6762553318809853,1
2,2,0.6569753048745801,0.7011613883410186,0
2,3,0.6390768983821924,0.6825847549350073,0
2,4,0.6331114700850685,0.6850074428497462,0
2,5,0.6318121184508071,0.6842365707616241,0
2,6,0.629850108460286,0.6788424224277172,0
2,7,0.6291300641404324,0.6928139128812008,0
2,8,0.6268429872476335,0.6844141146401345,0
2,9,0.6237951712202618,0.7050095066436397,0
2,10,0.6251129242126043,0.7085156778620842,0
2,11,0.6237157922462726,0.6848498909082638,0
2,12,0.624022055888097,0.683854679558944,0
2,13,0.6233604540292749,0.7209339639273572,0
2,14,0.6229243866864516,0.733022705378636,0
2,15,0.6218295318045463,0.6928348504611165,0
2,16,0.6232253029488233,0.7031348441387331,0
3,1,0.6838589638876507,0.6824333667118595,0
3,2,0.6688097501083571,0.6626208176332101,0
3,3,0.6401228044964679,0.6592232990655111,0
3,4,0.6262940160359026,0.6572305678805089,1
3,5,0.6224550431283621,0.6875330748303263,0
3,6,0.6192393230268695,0.7037989034772972,0
3,7,0.6187984929912484,0.6892792839530658,0
3,8,0.6168832611365805,0.6696766509937591,0
3,9,0.6159959392105596,0.7036121547805245,0
3,10,0.6154160374564627,0.6784310171068649,0
3,11,0.6148987604291412,0.6704224297451717,0
3,12,0.615797376133512,0.6758505133076851,0
3,13,0.614531461359018,0.6790019019253314,0
3,14,0.6144488881336608,0.6709421434996923,0
3,15,0.6138488536523945,0.6855567657061552,0
3,16,0.6148596489301903,0.6800739885180977,0
3,17,0.615175909997542,0.671999316371174,0
3,18,0.6134835845565688,0.685552167345206,0
3,19,0.6133518643303328,0.6829410902323548,0
4,1,0.6767956474854774,0.6638051545774196,0
4,2,0.6261440087335082,0.6066665717158957,0
4,3,0.6041612905907384,0.5931784500470018,0
4,4,0.6001396146525028,0.5971206737300718,0
4,5,0.5971497243717852,0.6160976411984818,0
4,6,0.595256700569922,0.6018405138320623,0
4,7,0.5928246959339412,0.5981290546047144,0
4,8,0.5922305015707771,0.592919634819119,0
4,9,0.5939145709919492,0.5966162811821388,0
4,10,0.5934632615038596,0.6067599827891865,0
4,11,0.5922622819939718,0.6197276511982673,0
4,12,0.5918964984466037,0.6004692723557468,0
4,13,0.5890559865924923,0.5986797199162925,0
4,14,0.5917968645504138,0.6051666485039895,0
4,15,0.587866203311167,0.5916086814319618,1
4,16,0.5877756277639248,0.5945643860214194,0
4,17,0.5895428200283779,0.6249403995140738,0
4,18,0.588763274785926,0.6023569577029467,0
4,19,0.5877730278368738,0.609813301071198,0
4,20,0.5877697383913963,0.6385563164645636,0
4,21,0.5885980461614194,0.6090513909399319,0
4,22,0.5897086253364118,0.6185087133319856,0
4,23,0.58746256296937,0.5945062329082599,0
4,24,0.5890687874818482,0.6221142123055277,0
4,25,0.5864755466032335,0.5998700986988534,0
4,26,0.5872800285968974,0.6152544894582851,0
4,27,0.5873360816712094,0.5960256291066431,0
4,28,0.5872207328846324,0.6168526217909486,0
4,29,0.5851615286790324,0.598437726181502,0
4,30,0.5867090506350348,0.6243563842654571,0
5,1,0.6812141214241524,0.6767086766692415,0
5,2,0.6492666947376191,0.6633131881773955,0
5,3,0.623622647409344,0.6246240509835994,0
5,4,0.6171935765332411,0.6293479484363536,0
5,5,0.6156534031983301,0.6224085509827855,0
5,6,0.6129615943746066,0.621463200126189,0
5,7,0.6122556122088884,0.6200240935708234,0
5,8,0.6104714096144139,0.6187129783582127,0
5,9,0.6096946852899828,0.618257094612198,0
5,10,0.6076343877444785,0.6210933354012171,0
5,11,0.6070129490961934,0.6188949277688557,0
5,12,0.6083759617282222,0.6163983346428704,0
5,13,0.605977387914921,0.616784352906481,0
5,14,0.6086625365857051,0.6155535707037607,0
5,15,0.6046677873441612,0.6248910539560198,0
5,16,0.605049319843123,0.6231629394358924,0
5,17,0.6050788872949969,0.6234278357354017,0
5,18,0.6045491530456144,0.6168449864679518,0
5,19,0.6031703519544471,0.6171426042443315,0
5,20,0.6048462125226031,0.615209824031571,0
5,21,0.6036939484709148,0.6151770462362434,0
5,22,0.604151875024298,0.616456250867113,0
5,23,0.6047580797010687,0.6152118231668245,0
5,24,0.6027491053348678,0.6155912204422405,0
5,25,0.6041999003180398,0.6264366609801894,0
5,26,0.6029759210962929,0.6178292737754645,0
5,27,0.6021122910776271,0.6246728320594688,0
5,28,0.6029778816558116,0.6242842614479129,0
5,29,0.6019945028853384,0.6168650063763247,0
5,30,0.602600267961922,0.614353121599397,0
5,31,0.6021498527807966,0.6149588036027152,0
5,32,0.6021085457956739,0.6154185202900037,0
5,33,0.6014873404746229,0.6137371764921274,1
5,34,0.6015088255130995,0.6239345726685684,0
5,35,0.6004199311333743,0.6223363434684449,0
5,36,0.6021587348844363,0.6230085460684165,0
5,37,0.6009397065079923,0.6145047265800018,0
5,38,0.6015292270813245,0.6138701501486125,0
5,39,0.6012336703809824,0.6141220726926341,0
5,40,0.5997906597971887,0.6155885729081705,0
5,41,0.5993253404041081,0.6244615094572105,0
5,42,0.6013081963447118,0.6139022004499867,0
5,43,0.6010781219600846,0.6164695664994322,0
5,44,0.6001449432093975,0.6217222853127818,0
5,45,0.6002353593942178,0.6159743264637008,0
5,46,0.6014013607573658,0.6166464302514094,0
5,47,0.6002871520961571,0.617953151717828,0
5,48,0.6009821172926108,0.6205993292722863,0
